model,decoding_method,beam_size,problem_id,input_tokens,output_tokens,total_tokens,score,source_file,row_index
Mistral,origin,6,6_1000#89,105,1000,1105,0,MISTRAL/origin/MATH500/6_1000.jsonl,89
Mistral,origin,6,6_1000#90,53,770,823,1,MISTRAL/origin/MATH500/6_1000.jsonl,90
Mistral,origin,6,6_1000#91,70,223,293,1,MISTRAL/origin/MATH500/6_1000.jsonl,91
Mistral,origin,6,6_1000#92,69,250,319,1,MISTRAL/origin/MATH500/6_1000.jsonl,92
Mistral,origin,6,6_1000#93,68,612,680,0,MISTRAL/origin/MATH500/6_1000.jsonl,93
Mistral,origin,6,6_1000#94,71,357,428,1,MISTRAL/origin/MATH500/6_1000.jsonl,94
Mistral,origin,6,6_1000#95,390,355,745,0,MISTRAL/origin/MATH500/6_1000.jsonl,95
Mistral,origin,6,6_1000#96,92,562,654,1,MISTRAL/origin/MATH500/6_1000.jsonl,96
Mistral,origin,6,6_1000#97,131,1000,1131,0,MISTRAL/origin/MATH500/6_1000.jsonl,97
Mistral,origin,6,6_1000#98,74,242,316,1,MISTRAL/origin/MATH500/6_1000.jsonl,98
Mistral,origin,6,6_1000#99,46,151,197,0,MISTRAL/origin/MATH500/6_1000.jsonl,99
Mistral,origin,6,6_1000#100,104,499,603,0,MISTRAL/origin/MATH500/6_1000.jsonl,100
Mistral,tree,3,3_1000#1,76,214,290,1,MISTRAL/tree/MATH500/3_1000.jsonl,1
Mistral,tree,3,3_1000#2,124,639,763,1,MISTRAL/tree/MATH500/3_1000.jsonl,2
Mistral,tree,3,3_1000#3,74,381,455,1,MISTRAL/tree/MATH500/3_1000.jsonl,3
Mistral,tree,3,3_1000#4,42,303,345,1,MISTRAL/tree/MATH500/3_1000.jsonl,4
Mistral,tree,3,3_1000#5,378,405,783,1,MISTRAL/tree/MATH500/3_1000.jsonl,5
Mistral,tree,3,3_1000#6,69,233,302,1,MISTRAL/tree/MATH500/3_1000.jsonl,6
Mistral,tree,3,3_1000#7,47,341,388,1,MISTRAL/tree/MATH500/3_1000.jsonl,7
Mistral,tree,3,3_1000#8,92,762,854,1,MISTRAL/tree/MATH500/3_1000.jsonl,8
Mistral,tree,3,3_1000#9,62,389,451,1,MISTRAL/tree/MATH500/3_1000.jsonl,9
Mistral,tree,3,3_1000#10,170,1001,1171,0,MISTRAL/tree/MATH500/3_1000.jsonl,10
Mistral,tree,3,3_1000#11,53,330,383,1,MISTRAL/tree/MATH500/3_1000.jsonl,11
Mistral,tree,3,3_1000#12,86,389,475,0,MISTRAL/tree/MATH500/3_1000.jsonl,12
Mistral,tree,3,3_1000#13,99,401,500,1,MISTRAL/tree/MATH500/3_1000.jsonl,13
Mistral,tree,3,3_1000#14,206,190,396,1,MISTRAL/tree/MATH500/3_1000.jsonl,14
Mistral,tree,3,3_1000#15,147,152,299,0,MISTRAL/tree/MATH500/3_1000.jsonl,15
Mistral,tree,3,3_1000#16,211,579,790,0,MISTRAL/tree/MATH500/3_1000.jsonl,16
Mistral,tree,3,3_1000#17,51,250,301,1,MISTRAL/tree/MATH500/3_1000.jsonl,17
Mistral,tree,3,3_1000#18,252,508,760,0,MISTRAL/tree/MATH500/3_1000.jsonl,18
Mistral,tree,3,3_1000#19,180,1001,1181,0,MISTRAL/tree/MATH500/3_1000.jsonl,19
Mistral,tree,3,3_1000#20,74,850,924,0,MISTRAL/tree/MATH500/3_1000.jsonl,20
Mistral,tree,3,3_1000#21,41,173,214,0,MISTRAL/tree/MATH500/3_1000.jsonl,21
Mistral,tree,3,3_1000#22,56,938,994,1,MISTRAL/tree/MATH500/3_1000.jsonl,22
Mistral,tree,3,3_1000#23,153,377,530,0,MISTRAL/tree/MATH500/3_1000.jsonl,23
Mistral,tree,3,3_1000#24,56,352,408,0,MISTRAL/tree/MATH500/3_1000.jsonl,24
Mistral,tree,3,3_1000#25,129,868,997,1,MISTRAL/tree/MATH500/3_1000.jsonl,25
Mistral,tree,3,3_1000#26,107,632,739,0,MISTRAL/tree/MATH500/3_1000.jsonl,26
Mistral,tree,3,3_1000#27,80,909,989,0,MISTRAL/tree/MATH500/3_1000.jsonl,27
Mistral,tree,3,3_1000#28,113,350,463,1,MISTRAL/tree/MATH500/3_1000.jsonl,28
Mistral,tree,3,3_1000#29,64,114,178,1,MISTRAL/tree/MATH500/3_1000.jsonl,29
Mistral,tree,3,3_1000#30,104,395,499,1,MISTRAL/tree/MATH500/3_1000.jsonl,30
Mistral,tree,3,3_1000#31,51,232,283,1,MISTRAL/tree/MATH500/3_1000.jsonl,31
Mistral,tree,3,3_1000#32,38,460,498,0,MISTRAL/tree/MATH500/3_1000.jsonl,32
Mistral,tree,3,3_1000#33,79,398,477,1,MISTRAL/tree/MATH500/3_1000.jsonl,33
Mistral,tree,3,3_1000#34,75,594,669,0,MISTRAL/tree/MATH500/3_1000.jsonl,34
Mistral,tree,3,3_1000#35,58,667,725,1,MISTRAL/tree/MATH500/3_1000.jsonl,35
Mistral,tree,3,3_1000#36,67,337,404,1,MISTRAL/tree/MATH500/3_1000.jsonl,36
Mistral,tree,3,3_1000#37,57,1001,1058,0,MISTRAL/tree/MATH500/3_1000.jsonl,37
Mistral,tree,3,3_1000#38,60,318,378,0,MISTRAL/tree/MATH500/3_1000.jsonl,38
Mistral,tree,3,3_1000#39,69,152,221,1,MISTRAL/tree/MATH500/3_1000.jsonl,39
Mistral,tree,3,3_1000#40,55,285,340,1,MISTRAL/tree/MATH500/3_1000.jsonl,40
Mistral,tree,3,3_1000#41,140,250,390,0,MISTRAL/tree/MATH500/3_1000.jsonl,41
Mistral,tree,3,3_1000#42,78,443,521,0,MISTRAL/tree/MATH500/3_1000.jsonl,42
Mistral,tree,3,3_1000#43,66,165,231,1,MISTRAL/tree/MATH500/3_1000.jsonl,43
Mistral,tree,3,3_1000#44,109,1001,1110,0,MISTRAL/tree/MATH500/3_1000.jsonl,44
Mistral,tree,3,3_1000#45,92,421,513,1,MISTRAL/tree/MATH500/3_1000.jsonl,45
Mistral,tree,3,3_1000#46,64,267,331,1,MISTRAL/tree/MATH500/3_1000.jsonl,46
Mistral,tree,3,3_1000#47,70,539,609,1,MISTRAL/tree/MATH500/3_1000.jsonl,47
Mistral,tree,3,3_1000#48,78,369,447,1,MISTRAL/tree/MATH500/3_1000.jsonl,48
Mistral,tree,3,3_1000#49,47,231,278,1,MISTRAL/tree/MATH500/3_1000.jsonl,49
Mistral,tree,3,3_1000#50,54,187,241,1,MISTRAL/tree/MATH500/3_1000.jsonl,50
Mistral,tree,3,3_1000#51,130,753,883,1,MISTRAL/tree/MATH500/3_1000.jsonl,51
Mistral,tree,3,3_1000#52,49,760,809,1,MISTRAL/tree/MATH500/3_1000.jsonl,52
Mistral,tree,3,3_1000#53,57,187,244,1,MISTRAL/tree/MATH500/3_1000.jsonl,53
Mistral,tree,3,3_1000#54,54,183,237,1,MISTRAL/tree/MATH500/3_1000.jsonl,54
Mistral,tree,3,3_1000#55,41,233,274,1,MISTRAL/tree/MATH500/3_1000.jsonl,55
Mistral,tree,3,3_1000#56,79,295,374,1,MISTRAL/tree/MATH500/3_1000.jsonl,56
Mistral,tree,3,3_1000#57,54,239,293,1,MISTRAL/tree/MATH500/3_1000.jsonl,57
Mistral,tree,3,3_1000#58,82,426,508,1,MISTRAL/tree/MATH500/3_1000.jsonl,58
Mistral,tree,3,3_1000#59,44,315,359,0,MISTRAL/tree/MATH500/3_1000.jsonl,59
Mistral,tree,3,3_1000#60,79,317,396,1,MISTRAL/tree/MATH500/3_1000.jsonl,60
Mistral,tree,3,3_1000#61,79,1001,1080,0,MISTRAL/tree/MATH500/3_1000.jsonl,61
Mistral,tree,3,3_1000#62,96,133,229,1,MISTRAL/tree/MATH500/3_1000.jsonl,62
Mistral,tree,3,3_1000#63,117,938,1055,1,MISTRAL/tree/MATH500/3_1000.jsonl,63
Mistral,tree,3,3_1000#64,115,469,584,0,MISTRAL/tree/MATH500/3_1000.jsonl,64
Mistral,tree,3,3_1000#65,91,856,947,0,MISTRAL/tree/MATH500/3_1000.jsonl,65
Mistral,tree,3,3_1000#66,47,159,206,1,MISTRAL/tree/MATH500/3_1000.jsonl,66
Mistral,tree,3,3_1000#67,60,300,360,0,MISTRAL/tree/MATH500/3_1000.jsonl,67
Mistral,tree,3,3_1000#68,76,195,271,0,MISTRAL/tree/MATH500/3_1000.jsonl,68
Mistral,tree,3,3_1000#69,92,833,925,1,MISTRAL/tree/MATH500/3_1000.jsonl,69
Mistral,tree,3,3_1000#70,81,342,423,1,MISTRAL/tree/MATH500/3_1000.jsonl,70
Mistral,tree,3,3_1000#71,49,288,337,1,MISTRAL/tree/MATH500/3_1000.jsonl,71
Mistral,tree,3,3_1000#72,55,386,441,0,MISTRAL/tree/MATH500/3_1000.jsonl,72
Mistral,tree,3,3_1000#73,61,281,342,1,MISTRAL/tree/MATH500/3_1000.jsonl,73
Mistral,tree,3,3_1000#74,92,261,353,1,MISTRAL/tree/MATH500/3_1000.jsonl,74
Mistral,tree,3,3_1000#75,51,315,366,1,MISTRAL/tree/MATH500/3_1000.jsonl,75
Mistral,tree,3,3_1000#76,66,269,335,1,MISTRAL/tree/MATH500/3_1000.jsonl,76
Mistral,tree,3,3_1000#77,67,248,315,0,MISTRAL/tree/MATH500/3_1000.jsonl,77
Mistral,tree,3,3_1000#78,46,199,245,1,MISTRAL/tree/MATH500/3_1000.jsonl,78
Mistral,tree,3,3_1000#79,95,975,1070,0,MISTRAL/tree/MATH500/3_1000.jsonl,79
Mistral,tree,3,3_1000#80,48,164,212,1,MISTRAL/tree/MATH500/3_1000.jsonl,80
Mistral,tree,3,3_1000#81,73,761,834,0,MISTRAL/tree/MATH500/3_1000.jsonl,81
Mistral,tree,3,3_1000#82,77,491,568,1,MISTRAL/tree/MATH500/3_1000.jsonl,82
Mistral,tree,3,3_1000#83,113,341,454,0,MISTRAL/tree/MATH500/3_1000.jsonl,83
Mistral,tree,3,3_1000#84,50,534,584,0,MISTRAL/tree/MATH500/3_1000.jsonl,84
Mistral,tree,3,3_1000#85,84,316,400,1,MISTRAL/tree/MATH500/3_1000.jsonl,85
Mistral,tree,3,3_1000#86,88,244,332,1,MISTRAL/tree/MATH500/3_1000.jsonl,86
Mistral,tree,3,3_1000#87,67,249,316,1,MISTRAL/tree/MATH500/3_1000.jsonl,87
Mistral,tree,3,3_1000#88,50,477,527,1,MISTRAL/tree/MATH500/3_1000.jsonl,88
Mistral,tree,3,3_1000#89,105,539,644,0,MISTRAL/tree/MATH500/3_1000.jsonl,89
Mistral,tree,3,3_1000#90,53,759,812,1,MISTRAL/tree/MATH500/3_1000.jsonl,90
Mistral,tree,3,3_1000#91,70,223,293,1,MISTRAL/tree/MATH500/3_1000.jsonl,91
Mistral,tree,3,3_1000#92,69,250,319,1,MISTRAL/tree/MATH500/3_1000.jsonl,92
Mistral,tree,3,3_1000#93,68,612,680,0,MISTRAL/tree/MATH500/3_1000.jsonl,93
Mistral,tree,3,3_1000#94,71,391,462,1,MISTRAL/tree/MATH500/3_1000.jsonl,94
Mistral,tree,3,3_1000#95,390,353,743,0,MISTRAL/tree/MATH500/3_1000.jsonl,95
Mistral,tree,3,3_1000#96,92,562,654,1,MISTRAL/tree/MATH500/3_1000.jsonl,96
Mistral,tree,3,3_1000#97,131,436,567,0,MISTRAL/tree/MATH500/3_1000.jsonl,97
Mistral,tree,3,3_1000#98,74,262,336,1,MISTRAL/tree/MATH500/3_1000.jsonl,98
Mistral,tree,3,3_1000#99,46,121,167,0,MISTRAL/tree/MATH500/3_1000.jsonl,99
Mistral,tree,3,3_1000#100,104,494,598,0,MISTRAL/tree/MATH500/3_1000.jsonl,100
Mistral,tree,6,6_1000#1,76,240,316,1,MISTRAL/tree/MATH500/6_1000.jsonl,1
Mistral,tree,6,6_1000#2,124,630,754,1,MISTRAL/tree/MATH500/6_1000.jsonl,2
Mistral,tree,6,6_1000#3,74,381,455,1,MISTRAL/tree/MATH500/6_1000.jsonl,3
Mistral,tree,6,6_1000#4,42,303,345,1,MISTRAL/tree/MATH500/6_1000.jsonl,4
Mistral,tree,6,6_1000#5,378,467,845,1,MISTRAL/tree/MATH500/6_1000.jsonl,5
Mistral,tree,6,6_1000#6,69,195,264,1,MISTRAL/tree/MATH500/6_1000.jsonl,6
Mistral,tree,6,6_1000#7,47,341,388,1,MISTRAL/tree/MATH500/6_1000.jsonl,7
Mistral,tree,6,6_1000#8,92,1001,1093,0,MISTRAL/tree/MATH500/6_1000.jsonl,8
Mistral,tree,6,6_1000#9,62,413,475,1,MISTRAL/tree/MATH500/6_1000.jsonl,9
Mistral,tree,6,6_1000#10,170,1001,1171,0,MISTRAL/tree/MATH500/6_1000.jsonl,10
Mistral,tree,6,6_1000#11,53,313,366,1,MISTRAL/tree/MATH500/6_1000.jsonl,11
Mistral,tree,6,6_1000#12,86,509,595,0,MISTRAL/tree/MATH500/6_1000.jsonl,12
Mistral,tree,6,6_1000#13,99,401,500,1,MISTRAL/tree/MATH500/6_1000.jsonl,13
Mistral,tree,6,6_1000#14,206,197,403,1,MISTRAL/tree/MATH500/6_1000.jsonl,14
Mistral,tree,6,6_1000#15,147,152,299,0,MISTRAL/tree/MATH500/6_1000.jsonl,15
Mistral,tree,6,6_1000#16,211,575,786,1,MISTRAL/tree/MATH500/6_1000.jsonl,16
Mistral,tree,6,6_1000#17,51,260,311,1,MISTRAL/tree/MATH500/6_1000.jsonl,17
Mistral,tree,6,6_1000#18,252,497,749,1,MISTRAL/tree/MATH500/6_1000.jsonl,18
Mistral,tree,6,6_1000#19,180,429,609,0,MISTRAL/tree/MATH500/6_1000.jsonl,19
Mistral,tree,6,6_1000#20,74,724,798,0,MISTRAL/tree/MATH500/6_1000.jsonl,20
Mistral,tree,6,6_1000#21,41,579,620,0,MISTRAL/tree/MATH500/6_1000.jsonl,21
Mistral,tree,6,6_1000#22,56,752,808,1,MISTRAL/tree/MATH500/6_1000.jsonl,22
Mistral,tree,6,6_1000#23,153,651,804,1,MISTRAL/tree/MATH500/6_1000.jsonl,23
Mistral,tree,6,6_1000#24,56,560,616,0,MISTRAL/tree/MATH500/6_1000.jsonl,24
Mistral,tree,6,6_1000#25,129,876,1005,1,MISTRAL/tree/MATH500/6_1000.jsonl,25
Mistral,tree,6,6_1000#26,107,630,737,0,MISTRAL/tree/MATH500/6_1000.jsonl,26
Mistral,tree,6,6_1000#27,80,1001,1081,0,MISTRAL/tree/MATH500/6_1000.jsonl,27
Mistral,tree,6,6_1000#28,113,350,463,1,MISTRAL/tree/MATH500/6_1000.jsonl,28
Mistral,tree,6,6_1000#29,64,289,353,1,MISTRAL/tree/MATH500/6_1000.jsonl,29
Mistral,tree,6,6_1000#30,104,404,508,1,MISTRAL/tree/MATH500/6_1000.jsonl,30
Mistral,tree,6,6_1000#31,51,228,279,1,MISTRAL/tree/MATH500/6_1000.jsonl,31
Mistral,tree,6,6_1000#32,38,460,498,0,MISTRAL/tree/MATH500/6_1000.jsonl,32
Mistral,tree,6,6_1000#33,79,398,477,1,MISTRAL/tree/MATH500/6_1000.jsonl,33
Mistral,tree,6,6_1000#34,75,526,601,0,MISTRAL/tree/MATH500/6_1000.jsonl,34
Mistral,tree,6,6_1000#35,58,667,725,1,MISTRAL/tree/MATH500/6_1000.jsonl,35
Mistral,tree,6,6_1000#36,67,324,391,1,MISTRAL/tree/MATH500/6_1000.jsonl,36
Mistral,tree,6,6_1000#37,57,729,786,0,MISTRAL/tree/MATH500/6_1000.jsonl,37
Mistral,tree,6,6_1000#38,60,327,387,0,MISTRAL/tree/MATH500/6_1000.jsonl,38
Mistral,tree,6,6_1000#39,69,152,221,1,MISTRAL/tree/MATH500/6_1000.jsonl,39
Mistral,tree,6,6_1000#40,55,483,538,1,MISTRAL/tree/MATH500/6_1000.jsonl,40
Mistral,tree,6,6_1000#41,140,250,390,0,MISTRAL/tree/MATH500/6_1000.jsonl,41
Mistral,tree,6,6_1000#42,78,455,533,0,MISTRAL/tree/MATH500/6_1000.jsonl,42
Mistral,tree,6,6_1000#43,66,165,231,1,MISTRAL/tree/MATH500/6_1000.jsonl,43
Mistral,tree,6,6_1000#44,109,1001,1110,0,MISTRAL/tree/MATH500/6_1000.jsonl,44
Mistral,tree,6,6_1000#45,92,421,513,1,MISTRAL/tree/MATH500/6_1000.jsonl,45
Mistral,tree,6,6_1000#46,64,267,331,1,MISTRAL/tree/MATH500/6_1000.jsonl,46
Mistral,tree,6,6_1000#47,70,539,609,1,MISTRAL/tree/MATH500/6_1000.jsonl,47
Mistral,tree,6,6_1000#48,78,393,471,0,MISTRAL/tree/MATH500/6_1000.jsonl,48
Mistral,tree,6,6_1000#49,47,234,281,1,MISTRAL/tree/MATH500/6_1000.jsonl,49
Mistral,tree,6,6_1000#50,54,187,241,1,MISTRAL/tree/MATH500/6_1000.jsonl,50
Mistral,tree,6,6_1000#51,130,753,883,1,MISTRAL/tree/MATH500/6_1000.jsonl,51
Mistral,tree,6,6_1000#52,49,624,673,1,MISTRAL/tree/MATH500/6_1000.jsonl,52
Mistral,tree,6,6_1000#53,57,247,304,1,MISTRAL/tree/MATH500/6_1000.jsonl,53
Mistral,tree,6,6_1000#54,54,159,213,1,MISTRAL/tree/MATH500/6_1000.jsonl,54
Mistral,tree,6,6_1000#55,41,233,274,1,MISTRAL/tree/MATH500/6_1000.jsonl,55
Mistral,tree,6,6_1000#56,79,298,377,1,MISTRAL/tree/MATH500/6_1000.jsonl,56
Mistral,tree,6,6_1000#57,54,120,174,1,MISTRAL/tree/MATH500/6_1000.jsonl,57
Mistral,tree,6,6_1000#58,82,271,353,1,MISTRAL/tree/MATH500/6_1000.jsonl,58
Mistral,tree,6,6_1000#59,44,250,294,1,MISTRAL/tree/MATH500/6_1000.jsonl,59
Mistral,tree,6,6_1000#60,79,382,461,1,MISTRAL/tree/MATH500/6_1000.jsonl,60
Mistral,tree,6,6_1000#61,79,745,824,0,MISTRAL/tree/MATH500/6_1000.jsonl,61
Mistral,tree,6,6_1000#62,96,133,229,1,MISTRAL/tree/MATH500/6_1000.jsonl,62
Mistral,tree,6,6_1000#63,117,939,1056,1,MISTRAL/tree/MATH500/6_1000.jsonl,63
Mistral,tree,6,6_1000#64,115,469,584,0,MISTRAL/tree/MATH500/6_1000.jsonl,64
Mistral,tree,6,6_1000#65,91,1001,1092,0,MISTRAL/tree/MATH500/6_1000.jsonl,65
Mistral,tree,6,6_1000#66,47,211,258,1,MISTRAL/tree/MATH500/6_1000.jsonl,66
Mistral,tree,6,6_1000#67,60,300,360,0,MISTRAL/tree/MATH500/6_1000.jsonl,67
Mistral,tree,6,6_1000#68,76,325,401,0,MISTRAL/tree/MATH500/6_1000.jsonl,68
Mistral,tree,6,6_1000#69,92,1001,1093,0,MISTRAL/tree/MATH500/6_1000.jsonl,69
Mistral,tree,6,6_1000#70,81,359,440,1,MISTRAL/tree/MATH500/6_1000.jsonl,70
Mistral,tree,6,6_1000#71,49,309,358,1,MISTRAL/tree/MATH500/6_1000.jsonl,71
Mistral,tree,6,6_1000#72,55,386,441,0,MISTRAL/tree/MATH500/6_1000.jsonl,72
Mistral,tree,6,6_1000#73,61,281,342,1,MISTRAL/tree/MATH500/6_1000.jsonl,73
Mistral,tree,6,6_1000#74,92,309,401,1,MISTRAL/tree/MATH500/6_1000.jsonl,74
Mistral,tree,6,6_1000#75,51,315,366,1,MISTRAL/tree/MATH500/6_1000.jsonl,75
Mistral,tree,6,6_1000#76,66,269,335,1,MISTRAL/tree/MATH500/6_1000.jsonl,76
Mistral,tree,6,6_1000#77,67,312,379,1,MISTRAL/tree/MATH500/6_1000.jsonl,77
Mistral,tree,6,6_1000#78,46,199,245,1,MISTRAL/tree/MATH500/6_1000.jsonl,78
Mistral,tree,6,6_1000#79,95,983,1078,0,MISTRAL/tree/MATH500/6_1000.jsonl,79
Mistral,tree,6,6_1000#80,48,188,236,1,MISTRAL/tree/MATH500/6_1000.jsonl,80
Mistral,tree,6,6_1000#81,73,862,935,0,MISTRAL/tree/MATH500/6_1000.jsonl,81
Mistral,tree,6,6_1000#82,77,352,429,1,MISTRAL/tree/MATH500/6_1000.jsonl,82
Mistral,tree,6,6_1000#83,113,326,439,0,MISTRAL/tree/MATH500/6_1000.jsonl,83
Mistral,tree,6,6_1000#84,50,597,647,0,MISTRAL/tree/MATH500/6_1000.jsonl,84
Mistral,tree,6,6_1000#85,84,254,338,1,MISTRAL/tree/MATH500/6_1000.jsonl,85
Mistral,tree,6,6_1000#86,88,270,358,1,MISTRAL/tree/MATH500/6_1000.jsonl,86
Mistral,tree,6,6_1000#87,67,260,327,1,MISTRAL/tree/MATH500/6_1000.jsonl,87
Mistral,tree,6,6_1000#88,50,218,268,1,MISTRAL/tree/MATH500/6_1000.jsonl,88
Mistral,tree,6,6_1000#89,105,1001,1106,0,MISTRAL/tree/MATH500/6_1000.jsonl,89
Mistral,tree,6,6_1000#90,53,770,823,1,MISTRAL/tree/MATH500/6_1000.jsonl,90
Mistral,tree,6,6_1000#91,70,223,293,1,MISTRAL/tree/MATH500/6_1000.jsonl,91
Mistral,tree,6,6_1000#92,69,256,325,1,MISTRAL/tree/MATH500/6_1000.jsonl,92
Mistral,tree,6,6_1000#93,68,612,680,0,MISTRAL/tree/MATH500/6_1000.jsonl,93
Mistral,tree,6,6_1000#94,71,357,428,1,MISTRAL/tree/MATH500/6_1000.jsonl,94
Mistral,tree,6,6_1000#95,390,355,745,0,MISTRAL/tree/MATH500/6_1000.jsonl,95
Mistral,tree,6,6_1000#96,92,562,654,1,MISTRAL/tree/MATH500/6_1000.jsonl,96
Mistral,tree,6,6_1000#97,131,1001,1132,0,MISTRAL/tree/MATH500/6_1000.jsonl,97
Mistral,tree,6,6_1000#98,74,242,316,1,MISTRAL/tree/MATH500/6_1000.jsonl,98
Mistral,tree,6,6_1000#99,46,151,197,0,MISTRAL/tree/MATH500/6_1000.jsonl,99
Mistral,tree,6,6_1000#100,104,499,603,0,MISTRAL/tree/MATH500/6_1000.jsonl,100
Mistral,sampling,,sample#1,76,206,282,1,MISTRAL/sample/MATH500/sample.jsonl,1
Mistral,sampling,,sample#2,124,697,821,0,MISTRAL/sample/MATH500/sample.jsonl,2
Mistral,sampling,,sample#3,74,406,480,1,MISTRAL/sample/MATH500/sample.jsonl,3
Mistral,sampling,,sample#4,42,130,172,0,MISTRAL/sample/MATH500/sample.jsonl,4
Mistral,sampling,,sample#5,378,414,792,0,MISTRAL/sample/MATH500/sample.jsonl,5
Mistral,sampling,,sample#6,69,184,253,0,MISTRAL/sample/MATH500/sample.jsonl,6
Mistral,sampling,,sample#7,47,467,514,0,MISTRAL/sample/MATH500/sample.jsonl,7
Mistral,sampling,,sample#8,92,565,657,0,MISTRAL/sample/MATH500/sample.jsonl,8
Mistral,sampling,,sample#9,62,342,404,0,MISTRAL/sample/MATH500/sample.jsonl,9
Mistral,sampling,,sample#10,170,553,723,0,MISTRAL/sample/MATH500/sample.jsonl,10
Mistral,sampling,,sample#11,53,533,586,1,MISTRAL/sample/MATH500/sample.jsonl,11
Mistral,sampling,,sample#12,86,488,574,0,MISTRAL/sample/MATH500/sample.jsonl,12
Mistral,sampling,,sample#13,99,181,280,0,MISTRAL/sample/MATH500/sample.jsonl,13
Mistral,sampling,,sample#14,206,222,428,1,MISTRAL/sample/MATH500/sample.jsonl,14
Mistral,sampling,,sample#15,147,113,260,0,MISTRAL/sample/MATH500/sample.jsonl,15
Mistral,sampling,,sample#16,211,439,650,0,MISTRAL/sample/MATH500/sample.jsonl,16
Mistral,sampling,,sample#17,51,261,312,1,MISTRAL/sample/MATH500/sample.jsonl,17
Mistral,sampling,,sample#18,252,356,608,1,MISTRAL/sample/MATH500/sample.jsonl,18
Mistral,sampling,,sample#19,180,171,351,0,MISTRAL/sample/MATH500/sample.jsonl,19
Mistral,sampling,,sample#20,74,661,735,0,MISTRAL/sample/MATH500/sample.jsonl,20
Mistral,sampling,,sample#21,41,308,349,0,MISTRAL/sample/MATH500/sample.jsonl,21
Mistral,sampling,,sample#22,56,513,569,0,MISTRAL/sample/MATH500/sample.jsonl,22
Mistral,sampling,,sample#23,153,430,583,0,MISTRAL/sample/MATH500/sample.jsonl,23
Mistral,sampling,,sample#24,56,324,380,0,MISTRAL/sample/MATH500/sample.jsonl,24
Mistral,sampling,,sample#25,129,777,906,0,MISTRAL/sample/MATH500/sample.jsonl,25
Mistral,sampling,,sample#26,107,472,579,0,MISTRAL/sample/MATH500/sample.jsonl,26
Mistral,sampling,,sample#27,80,418,498,1,MISTRAL/sample/MATH500/sample.jsonl,27
Mistral,sampling,,sample#28,113,365,478,1,MISTRAL/sample/MATH500/sample.jsonl,28
Mistral,sampling,,sample#29,64,151,215,1,MISTRAL/sample/MATH500/sample.jsonl,29
Mistral,sampling,,sample#30,104,242,346,1,MISTRAL/sample/MATH500/sample.jsonl,30
Mistral,sampling,,sample#31,51,255,306,1,MISTRAL/sample/MATH500/sample.jsonl,31
Mistral,sampling,,sample#32,38,233,271,0,MISTRAL/sample/MATH500/sample.jsonl,32
Mistral,sampling,,sample#33,79,274,353,1,MISTRAL/sample/MATH500/sample.jsonl,33
Mistral,sampling,,sample#34,75,781,856,0,MISTRAL/sample/MATH500/sample.jsonl,34
Mistral,sampling,,sample#35,58,541,599,1,MISTRAL/sample/MATH500/sample.jsonl,35
Mistral,sampling,,sample#36,67,440,507,0,MISTRAL/sample/MATH500/sample.jsonl,36
Mistral,sampling,,sample#37,57,699,756,0,MISTRAL/sample/MATH500/sample.jsonl,37
Mistral,sampling,,sample#38,60,215,275,0,MISTRAL/sample/MATH500/sample.jsonl,38
Mistral,sampling,,sample#39,69,249,318,1,MISTRAL/sample/MATH500/sample.jsonl,39
Mistral,sampling,,sample#40,55,332,387,0,MISTRAL/sample/MATH500/sample.jsonl,40
Mistral,sampling,,sample#41,140,424,564,0,MISTRAL/sample/MATH500/sample.jsonl,41
Mistral,sampling,,sample#42,78,426,504,0,MISTRAL/sample/MATH500/sample.jsonl,42
Mistral,sampling,,sample#43,66,144,210,1,MISTRAL/sample/MATH500/sample.jsonl,43
Mistral,sampling,,sample#44,109,512,621,0,MISTRAL/sample/MATH500/sample.jsonl,44
Mistral,sampling,,sample#45,92,401,493,1,MISTRAL/sample/MATH500/sample.jsonl,45
Mistral,sampling,,sample#46,64,317,381,1,MISTRAL/sample/MATH500/sample.jsonl,46
Mistral,sampling,,sample#47,70,232,302,0,MISTRAL/sample/MATH500/sample.jsonl,47
Mistral,sampling,,sample#48,78,391,469,1,MISTRAL/sample/MATH500/sample.jsonl,48
Mistral,sampling,,sample#49,47,233,280,1,MISTRAL/sample/MATH500/sample.jsonl,49
Mistral,sampling,,sample#50,54,270,324,0,MISTRAL/sample/MATH500/sample.jsonl,50
Mistral,sampling,,sample#51,130,669,799,0,MISTRAL/sample/MATH500/sample.jsonl,51
Mistral,sampling,,sample#52,49,325,374,0,MISTRAL/sample/MATH500/sample.jsonl,52
Mistral,sampling,,sample#53,57,248,305,1,MISTRAL/sample/MATH500/sample.jsonl,53
Mistral,sampling,,sample#54,54,151,205,0,MISTRAL/sample/MATH500/sample.jsonl,54
Mistral,sampling,,sample#55,41,342,383,0,MISTRAL/sample/MATH500/sample.jsonl,55
Mistral,sampling,,sample#56,79,270,349,1,MISTRAL/sample/MATH500/sample.jsonl,56
Mistral,sampling,,sample#57,54,336,390,1,MISTRAL/sample/MATH500/sample.jsonl,57
Mistral,sampling,,sample#58,82,261,343,0,MISTRAL/sample/MATH500/sample.jsonl,58
Mistral,sampling,,sample#59,44,133,177,0,MISTRAL/sample/MATH500/sample.jsonl,59
Mistral,sampling,,sample#60,79,315,394,1,MISTRAL/sample/MATH500/sample.jsonl,60
