total_saved,gc_saved,trie_atten_saved,time_took
2191,488,1703,"[1751553911.2180684, 1751553911.3445885, 1751553911.3457754, 1751553911.5834498, 1751553911.6746633, 1751553911.7657511, 1751553911.8564355, 1751553911.9469717, 1751553912.037738, 1751553912.128668, 1751553912.2174413, 1751553912.302787, 1751553912.3914373, 1751553912.482185, 1751553912.572706, 1751553912.664347, 1751553912.7561123, 1751553912.846553, 1751553912.9367363, 1751553913.0282917, 1751553913.118934, 1751553913.211068, 1751553913.3022487, 1751553913.3935485, 1751553913.4839568, 1751553913.5759225, 1751553913.664869, 1751553913.7565548, 1751553913.8467252, 1751553913.937469, 1751553914.02866, 1751553914.119726, 1751553914.2094443, 1751553914.3011527, 1751553914.3922834, 1751553914.4849977, 1751553914.5771153, 1751553914.6713798, 1751553914.7623544, 1751553914.8558996, 1751553914.9482572, 1751553915.040913, 1751553915.1353278, 1751553915.2298312, 1751553915.3208199, 1751553915.414701, 1751553915.5055885, 1751553915.600145, 1751553915.6941159, 1751553915.7927368, 1751553915.8945644, 1751553915.9921718, 1751553916.087039, 1751553916.1862593, 1751553916.2831225, 1751553916.379801, 1751553916.4789867, 1751553916.5799372, 1751553916.6804323, 1751553916.783507, 1751553916.8813152]"
2007,560,1447,"[1751553917.2572415, 1751553917.37278, 1751553917.3741333, 1751553917.5806935, 1751553917.6670315, 1751553917.755327, 1751553917.842142, 1751553917.933118, 1751553918.0234323, 1751553918.1141179, 1751553918.2056603, 1751553918.2968168, 1751553918.3873293, 1751553918.4776037, 1751553918.568362, 1751553918.6595433, 1751553918.7514782, 1751553918.8419034, 1751553918.9327104, 1751553919.0243115, 1751553919.1145606, 1751553919.2058933, 1751553919.2952254, 1751553919.387158, 1751553919.4769483, 1751553919.5699217, 1751553919.6597571, 1751553919.7524438, 1751553919.841142, 1751553919.9325626, 1751553920.0241838, 1751553920.1124947, 1751553920.204779, 1751553920.30657, 1751553920.3970737, 1751553920.4894638, 1751553920.5784323, 1751553920.6687627, 1751553920.7604175, 1751553920.8550196, 1751553920.950517, 1751553921.047756, 1751553921.1365228, 1751553921.2330794, 1751553921.3263125, 1751553921.4214807, 1751553921.5160377, 1751553921.6103113, 1751553921.7037752, 1751553921.7984056, 1751553921.8945763, 1751553921.989687, 1751553922.0832033, 1751553922.1775844, 1751553922.272918, 1751553922.3725462, 1751553922.4702044, 1751553922.5659106, 1751553922.665628, 1751553922.767688, 1751553922.866739, 1751553922.9683437, 1751553923.0692754, 1751553923.1707456, 1751553923.2737443, 1751553923.3725607, 1751553923.4734676, 1751553923.5753272, 1751553923.6755495, 1751553923.7781055]"
2103,504,1599,"[1751553924.1467648, 1751553924.2699196, 1751553924.2710986, 1751553924.503289, 1751553924.5950794, 1751553924.6858318, 1751553924.7759, 1751553924.8668706, 1751553924.9564774, 1751553925.044261, 1751553925.127487, 1751553925.2197485, 1751553925.3118205, 1751553925.4025016, 1751553925.4928913, 1751553925.5847898, 1751553925.6762328, 1751553925.7809572, 1751553925.8678105, 1751553925.9588678, 1751553926.047843, 1751553926.1400342, 1751553926.2309778, 1751553926.3223872, 1751553926.4125738, 1751553926.5042038, 1751553926.5947285, 1751553926.6858945, 1751553926.7758975, 1751553926.86696, 1751553926.9585724, 1751553927.0489972, 1751553927.1389143, 1751553927.230114, 1751553927.3198085, 1751553927.4135625, 1751553927.5025446, 1751553927.5905285, 1751553927.6816225, 1751553927.775103, 1751553927.8681977, 1751553927.9592888, 1751553928.0530872, 1751553928.149022, 1751553928.2439494, 1751553928.3378313, 1751553928.4298558, 1751553928.5238857, 1751553928.6198251, 1751553928.7148664, 1751553928.8133862, 1751553928.9142942, 1751553929.0133698, 1751553929.1092768, 1751553929.2071092, 1751553929.3084538, 1751553929.4089115, 1751553929.506567, 1751553929.6029327, 1751553929.7042282, 1751553929.8031247, 1751553929.9037483, 1751553930.0003483]"
2111,120,1991,"[1751553930.3803406, 1751553930.4991126, 1751553930.5002904, 1751553930.7493641, 1751553930.8392847, 1751553930.9259243, 1751553931.0152264, 1751553931.1057518, 1751553931.195831, 1751553931.2881963, 1751553931.378218, 1751553931.46966, 1751553931.5615797, 1751553931.6519823, 1751553931.7427156]"
1255,224,1031,"[1751553932.1235986, 1751553932.2346692, 1751553932.2360346, 1751553932.4179294, 1751553932.507502, 1751553932.5989087, 1751553932.6889834, 1751553932.7811658, 1751553932.8705854, 1751553932.9605432, 1751553933.0520709, 1751553933.1421018, 1751553933.2348435, 1751553933.326475, 1751553933.417364, 1751553933.508044, 1751553933.5984375, 1751553933.6892262, 1751553933.7807417, 1751553933.87229, 1751553933.962725, 1751553934.0540185, 1751553934.1439164, 1751553934.2359507, 1751553934.3259752, 1751553934.4182286, 1751553934.508129, 1751553934.599755]"
1511,232,1279,"[1751553934.9930038, 1751553935.1020517, 1751553935.103256, 1751553935.312069, 1751553935.4057195, 1751553935.4970462, 1751553935.5858753, 1751553935.6809645, 1751553935.7721927, 1751553935.8560073, 1751553935.9406192, 1751553936.0452654, 1751553936.1312244, 1751553936.222567, 1751553936.3123572, 1751553936.3975892, 1751553936.488307, 1751553936.5786643, 1751553936.6698549, 1751553936.761354, 1751553936.8518903, 1751553936.9434557, 1751553937.033584, 1751553937.1247964, 1751553937.2154472, 1751553937.306801, 1751553937.396522, 1751553937.487876, 1751553937.576504]"
2711,608,2103,"[1751553937.9403396, 1751553938.034933, 1751553938.035817, 1751553938.4036193, 1751553938.495125, 1751553938.5861804, 1751553938.6763072, 1751553938.7678385, 1751553938.8584116, 1751553938.9497323, 1751553939.039306, 1751553939.1318443, 1751553939.2232935, 1751553939.3135624, 1751553939.3983514, 1751553939.4861984, 1751553939.5769134, 1751553939.666787, 1751553939.7567594, 1751553939.8479588, 1751553939.9390602, 1751553940.0287035, 1751553940.1201153, 1751553940.2121296, 1751553940.3031328, 1751553940.395352, 1751553940.4820035, 1751553940.5761917, 1751553940.6670272, 1751553940.7583137, 1751553940.8495903, 1751553940.9410782, 1751553941.030908, 1751553941.1220975, 1751553941.2121162, 1751553941.3049166, 1751553941.3955677, 1751553941.4857833, 1751553941.5765305, 1751553941.667487, 1751553941.7612624, 1751553941.8556366, 1751553941.9490342, 1751553942.0413322, 1751553942.1349664, 1751553942.2302184, 1751553942.3228455, 1751553942.4146519, 1751553942.5053663, 1751553942.5986931, 1751553942.6950583, 1751553942.791313, 1751553942.886052, 1751553942.9827762, 1751553943.0781727, 1751553943.1786146, 1751553943.277553, 1751553943.3728726, 1751553943.4666834, 1751553943.5604234, 1751553943.6545453, 1751553943.7592046, 1751553943.8558133, 1751553943.9562485, 1751553944.0578275, 1751553944.1594505, 1751553944.254039, 1751553944.350469, 1751553944.4510484, 1751553944.5535872, 1751553944.6536734, 1751553944.7547452, 1751553944.8556967, 1751553944.958065, 1751553945.0585313, 1751553945.1597]"
3535,1176,2359,"[1751553945.5556521, 1751553945.6492813, 1751553945.6504333, 1751553946.0103693, 1751553946.0967443, 1751553946.1866753, 1751553946.2735555, 1751553946.3606124, 1751553946.4498143, 1751553946.5561943, 1751553946.6423128, 1751553946.732438, 1751553946.8234298, 1751553946.9145355, 1751553947.005552, 1751553947.096956, 1751553947.187465, 1751553947.2763712, 1751553947.368672, 1751553947.4606667, 1751553947.5517175, 1751553947.64317, 1751553947.7339253, 1751553947.8240066, 1751553947.9153945, 1751553948.0077145, 1751553948.096506, 1751553948.1877537, 1751553948.2799447, 1751553948.3725169, 1751553948.4641032, 1751553948.5540802, 1751553948.6446652, 1751553948.7354999, 1751553948.825929, 1751553948.9184911, 1751553949.0092711, 1751553949.1006992, 1751553949.1912847, 1751553949.2841198, 1751553949.3792632, 1751553949.470804, 1751553949.5593877, 1751553949.6509094, 1751553949.7437308, 1751553949.8366413, 1751553949.9294016, 1751553950.024549, 1751553950.119602, 1751553950.2124434, 1751553950.3103266, 1751553950.4046986, 1751553950.5006166, 1751553950.5975635, 1751553950.6930907, 1751553950.7929008, 1751553950.889653, 1751553950.9870229, 1751553951.0821292, 1751553951.1753976, 1751553951.2721338, 1751553951.390219, 1751553951.4859152, 1751553951.5835538, 1751553951.6855595, 1751553951.785381, 1751553951.8857718, 1751553951.9868772, 1751553952.088061, 1751553952.190769, 1751553952.2892652, 1751553952.3907185, 1751553952.4938316, 1751553952.5950634, 1751553952.6969216, 1751553952.7974026, 1751553952.8983865, 1751553953.0000653, 1751553953.0996003, 1751553953.199602, 1751553953.302009, 1751553953.4042718, 1751553953.5068316, 1751553953.6064963, 1751553953.708464, 1751553953.8078566, 1751553953.9091966, 1751553954.0096707, 1751553954.1114142, 1751553954.2131977, 1751553954.3139646, 1751553954.4151402, 1751553954.5162368, 1751553954.6191242, 1751553954.719491, 1751553954.8211632, 1751553954.923212, 1751553955.0291743, 1751553955.1367486, 1751553955.2413058, 1751553955.3455622, 1751553955.446763, 1751553955.5435395, 1751553955.6478283, 1751553955.7510653, 1751553955.8573968, 1751553955.9615378, 1751553956.0692554, 1751553956.1761491, 1751553956.2809854, 1751553956.3825498, 1751553956.4848444, 1751553956.5951393, 1751553956.7047572, 1751553956.809393, 1751553956.9304981, 1751553957.033694, 1751553957.1421022, 1751553957.253474, 1751553957.3637552, 1751553957.4747367, 1751553957.58539, 1751553957.6961565, 1751553957.8078506, 1751553957.9185407, 1751553958.028594, 1751553958.1417897, 1751553958.2525046, 1751553958.3571424, 1751553958.4634624, 1751553958.5723102, 1751553958.6850321, 1751553958.7981305, 1751553958.9091337, 1751553959.0205054, 1751553959.131752, 1751553959.2434232, 1751553959.3557096, 1751553959.4655576, 1751553959.577202, 1751553959.6960902, 1751553959.8084548, 1751553959.920184, 1751553960.031163, 1751553960.143049, 1751553960.2542686, 1751553960.3643215]"
1847,472,1375,"[1751553960.7683408, 1751553960.8826585, 1751553960.8835332, 1751553961.104077, 1751553961.1924765, 1751553961.2820792, 1751553961.3720386, 1751553961.4635153, 1751553961.5542607, 1751553961.6467466, 1751553961.736747, 1751553961.8279343, 1751553961.9193456, 1751553962.00979, 1751553962.100092, 1751553962.191935, 1751553962.2817075, 1751553962.3713882, 1751553962.461978, 1751553962.5541577, 1751553962.6433089, 1751553962.7351844, 1751553962.826699, 1751553962.9177997, 1751553963.0084803, 1751553963.1002882, 1751553963.1905906, 1751553963.279555, 1751553963.3717835, 1751553963.4632611, 1751553963.5543697, 1751553963.6444595, 1751553963.734959, 1751553963.825917, 1751553963.916174, 1751553964.0099702, 1751553964.1006775, 1751553964.1902921, 1751553964.2818177, 1751553964.3735137, 1751553964.4703288, 1751553964.5646749, 1751553964.6616814, 1751553964.757529, 1751553964.8527808, 1751553964.9476635, 1751553965.0406315, 1751553965.135954, 1751553965.2300425, 1751553965.3237529, 1751553965.4147456, 1751553965.510035, 1751553965.6100218, 1751553965.7144756, 1751553965.814592, 1751553965.9138665, 1751553966.0138946, 1751553966.1077101, 1751553966.2005548]"
2431,184,2247,"[1751553966.5641475, 1751553966.6598315, 1751553966.660751, 1751553967.0080397, 1751553967.0953062, 1751553967.186441, 1751553967.2762861, 1751553967.3665047, 1751553967.4572484, 1751553967.5495362, 1751553967.639948, 1751553967.7313936, 1751553967.8228729, 1751553967.9123225, 1751553968.0032027, 1751553968.095034, 1751553968.1864512, 1751553968.2774675, 1751553968.3681126, 1751553968.4588215, 1751553968.5501413, 1751553968.640158, 1751553968.7310276]"
3271,984,2287,"[1751553969.1147559, 1751553969.2137434, 1751553969.2148829, 1751553969.5623286, 1751553969.6478918, 1751553969.7351782, 1751553969.818696, 1751553969.9060977, 1751553969.9908762, 1751553970.0824583, 1751553970.1733887, 1751553970.2647793, 1751553970.3561838, 1751553970.4468327, 1751553970.5379643, 1751553970.6290402, 1751553970.7203991, 1751553970.8111842, 1751553970.9013965, 1751553970.9919782, 1751553971.0827138, 1751553971.1735556, 1751553971.2640998, 1751553971.3553789, 1751553971.4448724, 1751553971.536582, 1751553971.6260364, 1751553971.7166424, 1751553971.8059928, 1751553971.8958538, 1751553971.9852881, 1751553972.0756497, 1751553972.1669407, 1751553972.2584896, 1751553972.3518398, 1751553972.4484818, 1751553972.5389879, 1751553972.6301634, 1751553972.7215822, 1751553972.8141556, 1751553972.9095838, 1751553973.0019383, 1751553973.0936658, 1751553973.1830847, 1751553973.2759738, 1751553973.3743284, 1751553973.4717574, 1751553973.5660236, 1751553973.6601105, 1751553973.757005, 1751553973.8539097, 1751553973.9487588, 1751553974.048149, 1751553974.1450348, 1751553974.2416978, 1751553974.3414605, 1751553974.4395776, 1751553974.535608, 1751553974.6348126, 1751553974.7323215, 1751553974.8278184, 1751553974.9276586, 1751553975.0291414, 1751553975.1290302, 1751553975.2310588, 1751553975.3284059, 1751553975.4242463, 1751553975.522276, 1751553975.6235578, 1751553975.7262194, 1751553975.8271527, 1751553975.9264662, 1751553976.0278563, 1751553976.1293201, 1751553976.2307665, 1751553976.3309808, 1751553976.4329093, 1751553976.5356588, 1751553976.6338975, 1751553976.7346392, 1751553976.835767, 1751553976.9363854, 1751553977.0371761, 1751553977.1373389, 1751553977.241463, 1751553977.34171, 1751553977.442744, 1751553977.543882, 1751553977.6635008, 1751553977.7666113, 1751553977.8672938, 1751553977.968506, 1751553978.069407, 1751553978.1721354, 1751553978.271373, 1751553978.3722265, 1751553978.4735315, 1751553978.5740695, 1751553978.6754327, 1751553978.779571, 1751553978.8831148, 1751553978.9868474, 1751553979.0880296, 1751553979.1904085, 1751553979.293747, 1751553979.3962407, 1751553979.5015182, 1751553979.6029236, 1751553979.7076025, 1751553979.8121598, 1751553979.9168522, 1751553980.02326, 1751553980.1307652, 1751553980.2391589, 1751553980.3583047, 1751553980.468654, 1751553980.5760734, 1751553980.6823595, 1751553980.7929842, 1751553980.9021099, 1751553981.0130281, 1751553981.1181815, 1751553981.2258232]"
1671,440,1231,"[1751553981.6228838, 1751553981.7561429, 1751553981.756779, 1751553981.9211257, 1751553982.0119252, 1751553982.10566, 1751553982.193259, 1751553982.2813091, 1751553982.3644316, 1751553982.4568458, 1751553982.5480292, 1751553982.6394916, 1751553982.7311385, 1751553982.8221433, 1751553982.912569, 1751553983.0029824, 1751553983.0924022, 1751553983.1828337, 1751553983.27531, 1751553983.36643, 1751553983.4577417, 1751553983.548484, 1751553983.6396732, 1751553983.7304294, 1751553983.821266, 1751553983.912571, 1751553984.0022404, 1751553984.0931149, 1751553984.183498, 1751553984.2732334, 1751553984.3649778, 1751553984.4559903, 1751553984.5455313, 1751553984.6351552, 1751553984.7278771, 1751553984.8208797, 1751553984.9106236, 1751553985.001949, 1751553985.0929239, 1751553985.1836834, 1751553985.2752433, 1751553985.3663387, 1751553985.4567204, 1751553985.5506136, 1751553985.6462314, 1751553985.7411382, 1751553985.8372672, 1751553985.932107, 1751553986.0295978, 1751553986.125477, 1751553986.222806, 1751553986.3225334, 1751553986.4231, 1751553986.5237918, 1751553986.6223218]"
5047,1624,3423,"[1751553987.0376034, 1751553987.1310542, 1751553987.1319842, 1751553987.6599243, 1751553987.7460647, 1751553987.8355103, 1751553987.935215, 1751553988.0208538, 1751553988.1097734, 1751553988.2013469, 1751553988.2915053, 1751553988.3830369, 1751553988.474165, 1751553988.5645595, 1751553988.6552918, 1751553988.74643, 1751553988.8378806, 1751553988.9291341, 1751553989.0194888, 1751553989.1102471, 1751553989.2007706, 1751553989.2914913, 1751553989.382542, 1751553989.4732618, 1751553989.5627828, 1751553989.6556096, 1751553989.7454896, 1751553989.8349419, 1751553989.9273949, 1751553990.019002, 1751553990.1103792, 1751553990.2006638, 1751553990.29463, 1751553990.386249, 1751553990.4799924, 1751553990.573053, 1751553990.6615767, 1751553990.755244, 1751553990.8475695, 1751553990.9400258, 1751553991.0360596, 1751553991.1291564, 1751553991.2213042, 1751553991.3157034, 1751553991.4117393, 1751553991.50571, 1751553991.6012979, 1751553991.6973436, 1751553991.7932763, 1751553991.8897712, 1751553991.9864223, 1751553992.0832734, 1751553992.178291, 1751553992.2709382, 1751553992.3647943, 1751553992.460938, 1751553992.5606086, 1751553992.6617057, 1751553992.7627432, 1751553992.8609195, 1751553992.9537861, 1751553993.049736, 1751553993.1430924, 1751553993.2404408, 1751553993.3404312, 1751553993.439096, 1751553993.5406833, 1751553993.6423774, 1751553993.7433782, 1751553993.8454628, 1751553993.9456987, 1751553994.046887, 1751553994.1477208, 1751553994.2626064, 1751553994.362949, 1751553994.4619489, 1751553994.5632157, 1751553994.6641455, 1751553994.765134, 1751553994.8677886, 1751553994.965744, 1751553995.0655134, 1751553995.1681523, 1751553995.270398, 1751553995.3725739, 1751553995.4721856, 1751553995.5737557, 1751553995.6782541, 1751553995.7877924, 1751553995.8884363, 1751553995.9859686, 1751553996.0866354, 1751553996.1893358, 1751553996.2927692, 1751553996.3938131, 1751553996.4946516, 1751553996.595599, 1751553996.7022333, 1751553996.8054886, 1751553996.9064124, 1751553997.007873, 1751553997.1088793, 1751553997.2114944, 1751553997.3184366, 1751553997.421897, 1751553997.5267942, 1751553997.6325731, 1751553997.7414682, 1751553997.847279, 1751553997.9540386, 1751553998.0595477, 1751553998.1662579, 1751553998.269706, 1751553998.3757792, 1751553998.486661, 1751553998.5927365, 1751553998.7015862, 1751553998.8077924, 1751553998.9131675, 1751553999.024163, 1751553999.1351445, 1751553999.2463953, 1751553999.3577547, 1751553999.4644713, 1751553999.5720096, 1751553999.6820788, 1751553999.795414, 1751553999.9058573, 1751554000.015732, 1751554000.1266775, 1751554000.2381518, 1751554000.3491542, 1751554000.461572, 1751554000.5704377, 1751554000.6820877, 1751554000.793004, 1751554000.903792, 1751554001.0154817, 1751554001.126122, 1751554001.2374258, 1751554001.3537493, 1751554001.46059, 1751554001.5729787, 1751554001.6832998, 1751554001.7943435, 1751554001.9058316, 1751554002.0166671, 1751554002.128627, 1751554002.2394552, 1751554002.3502524, 1751554002.4615147, 1751554002.5726, 1751554002.682988, 1751554002.794388, 1751554002.9127324, 1751554003.0235102, 1751554003.1367106, 1751554003.2480009, 1751554003.3594756, 1751554003.4712276, 1751554003.581354, 1751554003.6916125, 1751554003.803861, 1751554003.9156187, 1751554004.027456, 1751554004.1382437, 1751554004.2549255, 1751554004.3712068, 1751554004.4913812, 1751554004.6098435, 1751554004.727624, 1751554004.844739, 1751554004.9611511, 1751554005.0760903, 1751554005.1932452, 1751554005.3084614, 1751554005.4272425, 1751554005.5421462, 1751554005.660627, 1751554005.7808058, 1751554005.8972065, 1751554006.016289, 1751554006.1389787, 1751554006.2585974, 1751554006.379161, 1751554006.4998693, 1751554006.6218994, 1751554006.7422209, 1751554006.8634126, 1751554006.9836037, 1751554007.1055872, 1751554007.2260306, 1751554007.346766, 1751554007.4662087, 1751554007.589815, 1751554007.7120097, 1751554007.8324986, 1751554007.9554489, 1751554008.075502, 1751554008.196157, 1751554008.3188105, 1751554008.4396372, 1751554008.560905]"
2743,608,2135,"[1751554009.0254145, 1751554009.1254518, 1751554009.1266592, 1751554009.4911752, 1751554009.580088, 1751554009.6700804, 1751554009.7601812, 1751554009.851094, 1751554009.9418325, 1751554010.0341394, 1751554010.1268678, 1751554010.217053, 1751554010.317942, 1751554010.408812, 1751554010.498306, 1751554010.5899835, 1751554010.680136, 1751554010.7712386, 1751554010.8625262, 1751554010.954272, 1751554011.044753, 1751554011.135396, 1751554011.226179, 1751554011.3182075, 1751554011.408324, 1751554011.5004017, 1751554011.5901947, 1751554011.6815734, 1751554011.7729268, 1751554011.8639421, 1751554011.9545593, 1751554012.0455055, 1751554012.1358352, 1751554012.2447915, 1751554012.3370605, 1751554012.4295495, 1751554012.5200012, 1751554012.6110785, 1751554012.7018564, 1751554012.7935038, 1751554012.8873968, 1751554012.9817498, 1751554013.0756578, 1751554013.1692364, 1751554013.2641592, 1751554013.358927, 1751554013.4512568, 1751554013.5472896, 1751554013.644357, 1751554013.740971, 1751554013.8405306, 1751554013.9404342, 1751554014.038958, 1751554014.1354334, 1751554014.2337384, 1751554014.335247, 1751554014.4358473, 1751554014.5346036, 1751554014.631171, 1751554014.7296302, 1751554014.8286014, 1751554014.9299912, 1751554015.030315, 1751554015.1306412, 1751554015.229506, 1751554015.322261, 1751554015.4183133, 1751554015.5164514, 1751554015.6140985, 1751554015.711562, 1751554015.8100603, 1751554015.9113035, 1751554016.0136738, 1751554016.1144407, 1751554016.215896, 1751554016.3172958]"
1143,320,823,"[1751554016.7229266, 1751554016.817264, 1751554016.8184624, 1751554016.9826841, 1751554017.0711188, 1751554017.1643877, 1751554017.2563283, 1751554017.347194, 1751554017.4380417, 1751554017.5269244, 1751554017.6205878, 1751554017.7129269, 1751554017.8037264, 1751554017.8939114, 1751554017.9851825, 1751554018.0764546, 1751554018.1691198, 1751554018.258394, 1751554018.3482237, 1751554018.4399023, 1751554018.5310175, 1751554018.6218724, 1751554018.7122195, 1751554018.8035522, 1751554018.8943946, 1751554018.986022, 1751554019.07484, 1751554019.1857939, 1751554019.2749891, 1751554019.3687327, 1751554019.4615893, 1751554019.5513847, 1751554019.6425567, 1751554019.7339344, 1751554019.8237698, 1751554019.9156306, 1751554020.0063076, 1751554020.0975718, 1751554020.1878436, 1751554020.2791348]"
1455,136,1319,"[1751554020.6665373, 1751554020.7655556, 1751554020.7664564, 1751554020.9962277, 1751554021.0860963, 1751554021.176387, 1751554021.2669895, 1751554021.3576646, 1751554021.4480515, 1751554021.5394104, 1751554021.6288323, 1751554021.7166388, 1751554021.8039029, 1751554021.8937058, 1751554021.9836974, 1751554022.0749004, 1751554022.1660354]"
1687,176,1511,"[1751554022.5148962, 1751554022.6388147, 1751554022.6399944, 1751554022.8462977, 1751554022.9334943, 1751554023.0218742, 1751554023.1132176, 1751554023.2046854, 1751554023.2957003, 1751554023.3866587, 1751554023.4769711, 1751554023.5681121, 1751554023.6594465, 1751554023.75041, 1751554023.841623, 1751554023.9329479, 1751554024.0242405, 1751554024.1140356, 1751554024.2036002, 1751554024.2959197, 1751554024.3855984, 1751554024.4782097]"
1607,256,1351,"[1751554024.8563614, 1751554024.9545424, 1751554024.9554574, 1751554025.1841366, 1751554025.273785, 1751554025.3645651, 1751554025.4555142, 1751554025.547165, 1751554025.6375694, 1751554025.7354848, 1751554025.82133, 1751554025.911971, 1751554026.003031, 1751554026.0935576, 1751554026.1852083, 1751554026.2762756, 1751554026.3670049, 1751554026.4576025, 1751554026.546777, 1751554026.6389573, 1751554026.7294955, 1751554026.8187532, 1751554026.9115684, 1751554027.003825, 1751554027.094304, 1751554027.1866782, 1751554027.276763, 1751554027.3677223, 1751554027.4571733, 1751554027.5468524, 1751554027.639124, 1751554027.7308788]"
1399,320,1079,"[1751554028.1067235, 1751554028.2078147, 1751554028.208481, 1751554028.4006054, 1751554028.4872167, 1751554028.577222, 1751554028.6689065, 1751554028.7603605, 1751554028.8485053, 1751554028.9407563, 1751554029.0304463, 1751554029.1228106, 1751554029.2141614, 1751554029.3049672, 1751554029.3968768, 1751554029.496952, 1751554029.5884857, 1751554029.6793594, 1751554029.7654924, 1751554029.849847, 1751554029.941506, 1751554030.0338047, 1751554030.124662, 1751554030.2159832, 1751554030.3066785, 1751554030.397669, 1751554030.4864936, 1751554030.5763876, 1751554030.6694055, 1751554030.761465, 1751554030.8527114, 1751554030.943631, 1751554031.033393, 1751554031.1230245, 1751554031.2146027, 1751554031.3085678, 1751554031.399113, 1751554031.4891582, 1751554031.5794127, 1751554031.6710348]"
2063,704,1359,"[1751554032.0771174, 1751554032.1936343, 1751554032.1948397, 1751554032.4163399, 1751554032.5073483, 1751554032.5965936, 1751554032.6845255, 1751554032.7691052, 1751554032.8605652, 1751554032.9518595, 1751554033.0420318, 1751554033.133679, 1751554033.225361, 1751554033.316046, 1751554033.4052675, 1751554033.4937804, 1751554033.5821595, 1751554033.6694036, 1751554033.7595522, 1751554033.8508115, 1751554033.9415526, 1751554034.032493, 1751554034.1230912, 1751554034.2138133, 1751554034.3060813, 1751554034.3978064, 1751554034.4876337, 1751554034.5790365, 1751554034.668872, 1751554034.7599988, 1751554034.8512108, 1751554034.9413154, 1751554035.031568, 1751554035.130923, 1751554035.2234805, 1751554035.3145895, 1751554035.4045036, 1751554035.4949105, 1751554035.584582, 1751554035.677319, 1751554035.7689302, 1751554035.8591375, 1751554035.9522662, 1751554036.0454857, 1751554036.1386955, 1751554036.231584, 1751554036.3250813, 1751554036.415841, 1751554036.5091956, 1751554036.604278, 1751554036.6993823, 1751554036.7966278, 1751554036.896544, 1751554036.9932735, 1751554037.0896158, 1751554037.1924477, 1751554037.2912178, 1751554037.391726, 1751554037.4891741, 1751554037.583697, 1751554037.6796975, 1751554037.7754164, 1751554037.875269, 1751554037.974547, 1751554038.0716925, 1751554038.1692877, 1751554038.265299, 1751554038.3611581, 1751554038.4618, 1751554038.5648248, 1751554038.663939, 1751554038.7658017, 1751554038.8661962, 1751554038.968192, 1751554039.070402, 1751554039.171129, 1751554039.2723308, 1751554039.3731253, 1751554039.4757593, 1751554039.5771675, 1751554039.675623, 1751554039.77691, 1751554039.8785267, 1751554039.9824667, 1751554040.0813067, 1751554040.1798697, 1751554040.2848232, 1751554040.3870974]"
1823,440,1383,"[1751554040.7915485, 1751554040.9050972, 1751554040.906166, 1751554041.1271174, 1751554041.219661, 1751554041.3101528, 1751554041.4003413, 1751554041.4910398, 1751554041.5817873, 1751554041.673777, 1751554041.764489, 1751554041.855654, 1751554041.946325, 1751554042.0371847, 1751554042.128084, 1751554042.2176795, 1751554042.310163, 1751554042.4009132, 1751554042.4913328, 1751554042.5826995, 1751554042.6706178, 1751554042.7592962, 1751554042.849518, 1751554042.9366617, 1751554043.0270152, 1751554043.1195042, 1751554043.2082121, 1751554043.2974956, 1751554043.3906815, 1751554043.4823184, 1751554043.5735946, 1751554043.66446, 1751554043.754177, 1751554043.8461118, 1751554043.9373333, 1751554044.029403, 1751554044.1185253, 1751554044.2101076, 1751554044.30267, 1751554044.398004, 1751554044.4947622, 1751554044.5896075, 1751554044.6859195, 1751554044.780304, 1751554044.874925, 1751554044.97035, 1751554045.1107926, 1751554045.2065804, 1751554045.3005266, 1751554045.3972428, 1751554045.4921753, 1751554045.5899904, 1751554045.6847599, 1751554045.7822902, 1751554045.8821828]"
1495,624,871,"[1751554046.2845929, 1751554046.3761375, 1751554046.3772187, 1751554046.548757, 1751554046.6395054, 1751554046.7301974, 1751554046.8196738, 1751554046.910505, 1751554047.0023148, 1751554047.0941882, 1751554047.1859777, 1751554047.2757251, 1751554047.3622916, 1751554047.4476588, 1751554047.5381842, 1751554047.629924, 1751554047.7212503, 1751554047.8114038, 1751554047.9021993, 1751554047.9931414, 1751554048.0838604, 1751554048.175043, 1751554048.2642138, 1751554048.3533843, 1751554048.4425519, 1751554048.5378156, 1751554048.6284506, 1751554048.7197702, 1751554048.8104618, 1751554048.9009848, 1751554048.9925752, 1751554049.0832705, 1751554049.1731834, 1751554049.2617903, 1751554049.3536096, 1751554049.4485176, 1751554049.5374174, 1751554049.6287913, 1751554049.7205405, 1751554049.8160262, 1751554049.9107566, 1751554050.0036016, 1751554050.0993872, 1751554050.194944, 1751554050.2923865, 1751554050.3880703, 1751554050.479272, 1751554050.5715957, 1751554050.6658425, 1751554050.7663016, 1751554050.8619354, 1751554050.958078, 1751554051.0542386, 1751554051.1498437, 1751554051.2461762, 1751554051.3431895, 1751554051.4425225, 1751554051.5438688, 1751554051.6449347, 1751554051.744887, 1751554051.840277, 1751554051.9405491, 1751554052.040669, 1751554052.1413193, 1751554052.2431989, 1751554052.3436725, 1751554052.4446363, 1751554052.5456705, 1751554052.6463583, 1751554052.7486882, 1751554052.8493752, 1751554052.949877, 1751554053.0514252, 1751554053.150282, 1751554053.251576, 1751554053.3529093, 1751554053.4542074, 1751554053.5557613]"
